TargetID	TargetName	SMILES	AnalogSeriesID	pKi
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN(CCc2ccc(cc2)O)CC3CC3	4642	5.76
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN(CCc2ccc(cc2)O)CC3CCC3	4642	6.14
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN(CCc2cccc(c2)O)CC3CC3	20203	6.08
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN(CCc2cccc(c2)O)CC3CCC3	20203	6.27
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCC3(CC(CC2C3)c4ccccc4)c5cccc(c5)O	16836	7.28
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCC3(CC2CC(C3)O)c4cccc(c4)O	16960	7.98
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCC3(CC4CCCCC4C2C3)c5cccc(c5)O	16884	8.4
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCC34CC(=O)CCC3(C2Cc5c4c(c(cc5)C(=NCCc6ccc(cc6)c7cnc(nc7O)O)O)O)O	5328	9.18
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCC34CC2CCC3Oc5c4cc(cc5)O	16910	6.37
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCC34CC2CCC3Oc5c4cccc5O	16909	6.81
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCCc3cc(ccc3C2)Oc4ccc(cn4)C(=O)N	23357	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCc3cc(ccc3C2)Oc4ccc(cn4)C(=O)N	2180	7.8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2CCc3ccc(cc3CC2)Oc4ccc(cn4)C(=O)N	9510	7.04
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCN2Cc3ccc(cc3C2)Oc4ccc(cn4)C(=O)N	20862	6.18
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCNCCc2ccc(cc2)Oc3ccc(cn3)C(=O)N	5055	7.78
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCNCc2ccc(cc2)Oc3ccc(cn3)C(=N)N	9861	7.69
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCNCc2ccc(cc2)Oc3ccc(cn3)C(=O)N	16629	9.96
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCNCc2ccc(cc2)Oc3ccc(cn3)C(=O)N4CCCCC4	16629	6.41
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCOc2ccc3c(c2)C45CCCCC4(C(C3)N(CC5)CC6CCC6)O	1039	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CCn2c3c(c4c2C5C67CCN(C(C6(C4)O)Cc8c7c(c(cc8)O)O5)CC9CC9)CCCC3	2981	8.13
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCCN2C3CCC2CC(C3)c4cccc(c4)C(=O)N)C(=O)C(CO)O	9312	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCCN2C3CCC2CC(C3)c4cccc(c4)C(=O)N)C(=O)CO	9312	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)C(=O)N)C(=O)C(CO)O	17837	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)C(=O)N)C(=O)C5(CC5)O	17837	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)C(=O)N)C(=O)CC#N	17837	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)C(=O)N)C(=O)CO	17837	10
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)O)C(=O)C5CCCC5	10414	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)O)C(=O)CCC(=O)O	10414	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN(CCN2C3CCC2CC(C3)c4cccc(c4)O)C(=O)CO	10414	10.1
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2C(=O)C(CC3=C2C4C56CCN(C(C5(C3)O)Cc7c6c(c(cc7)O)O4)CC8CC8)CCO	18247	9.09
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2C(=O)CCC3=C2C4C56CCN(C(C5(C3)O)Cc7c6c(c(cc7)O)O4)CC8CC8	7834	9.74
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CC3C(CCC2CN3C(=O)Cc4ccc(c(c4)Cl)Cl)N5CCCC5	4291	6.34
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CC3CN(CC3C2)c4nc5ccccc5n4C6CCN(CC6)C7(CCCCCCC7)CO	2865	6.89
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCC(=CC2)c3c[nH]c4c3cc(cc4)Cl	16169	6.3
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCC(CC2)(CNC(=O)C(CCCNC(=N)N)N)Nc3ccccc3	1254	8.47
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCC(CC2)(CNC(=O)CNC(=N)N)Nc3cccc4c3cccc4	1254	5.69
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCC(CC2)N3c4ccccc4CC3=O	5735	7.04
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCC3(CC2)C(=O)NCN3c4ccccc4	17316	6.3
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCC34Cc5c(cc6ccccc6n5)CC3(C2)Cc7c4cc(cc7)O	5630	7.12
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCN(C3C2CCCC3N4CCC(C4)O)C(=O)Cc5ccc(c(c5)Cl)Cl	4699	5.37
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCN(C3C2CCCC3N4CCCC4)C(=O)Cc5ccc(c(c5)Cl)Cl	4699	5.41
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCc3cc(ccc3C2)Oc4ccc(cn4)C(=O)N	2180	6.75
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCc3ccc(cc3C2)Oc4ccc(cn4)C(=O)N	20770	6.64
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2CCc3ccc(cc3CC2)Oc4ccc(cn4)C(=O)N	9510	6.39
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CN2Cc3ccc(cc3C2)Oc4ccc(cn4)C(=O)N	20862	6
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CNC(=O)CNC(=O)C(Cc2c[nH]c3c2cccc3)NC(=O)C4CCCN4C(=O)C(Cc5ccc(cc5)O)N	4208	7.25
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CNC(=O)N(CCN2C3CCC2CC(C3)c4cccc(c4)O)CC5CCCCC5	9598	8
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CNC(=O)Oc2ccc3c(c2)C45CCCCC4C(C3)N(CC5)CC6CC6	1039	9.52
CHEMBL233	Mu opioid receptor	c1ccc(cc1)CNC(=O)Oc2ccc3c(c2)C45CCCCC4C(C3)N(CC5)CC6CCC6	1039	9.15
CHEMBL237	Kappa opioid receptor	C#CCN1CCC23CCCCC2C1Cc4c3cc(cc4)O	1039	11.52
CHEMBL237	Kappa opioid receptor	C#CCN1CN(C2(C1=O)CCN(CC2)C(c3ccccc3)c4ccccc4)c5ccccc5	24317	5.9
CHEMBL237	Kappa opioid receptor	CC(=NC(CC(=N)O)C(=NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O)O	23111	9.21
CHEMBL237	Kappa opioid receptor	CC(=NC(CC(=O)O)C(=NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O)O	23111	8.15
CHEMBL237	Kappa opioid receptor	CC(=NC(CO)C(=NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O)O	23111	9.21
CHEMBL237	Kappa opioid receptor	CC(=NC(Cc1ccc(cc1)O)C(=NCC2CC34CCC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)CC8CC8)OC)O)O	23111	9.89
CHEMBL237	Kappa opioid receptor	CC(=NC(Cc1ccccc1)C(=NCC2CC34CCC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)CC8CC8)OC)O)O	23111	9.8
CHEMBL237	Kappa opioid receptor	CC(=NC(Cc1cnc[nH]1)C(=NCC2CC34CCC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)CC8CC8)OC)O)O	23111	9.02
CHEMBL237	Kappa opioid receptor	CC(=NCC(=NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O)O	23111	9.66
CHEMBL237	Kappa opioid receptor	CC(=O)CN1CN(C2(C1=O)CCN(CC2)C3CCC(c4c3cccc4)(C)C)c5ccccc5	10988	7.25
CHEMBL237	Kappa opioid receptor	CC(=O)N(C)C1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	10510	8.14
CHEMBL237	Kappa opioid receptor	CC(=O)N(C)c1nc2cc3c(cc2s1)CC4C5C3(CCCC5)CCN4CC6CC6	3593	8.16
CHEMBL237	Kappa opioid receptor	CC(=O)N(CC(=O)N(C)C(CN1CCC(C1)O)c2ccccc2)c3ccccc3	10664	8.42
CHEMBL237	Kappa opioid receptor	CC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccccc4	8185	6
CHEMBL237	Kappa opioid receptor	CC(=O)N1CCCC1C(=NCC2CC34CCC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)CC8CC8)OC)O	23111	9.8
CHEMBL237	Kappa opioid receptor	CC(=O)NCc1ccc(cc1)CC(=O)N(C)C(CN2CCCC2)c3ccccc3	4948	7.33
CHEMBL237	Kappa opioid receptor	CC(=O)NCc1cccc(c1)CC(=O)N(C)C(CN2CCCC2)c3ccccc3	24494	7.64
CHEMBL237	Kappa opioid receptor	CC(=O)NCc1ccccc1CC(=O)N(C)C(CN2CCCC2)c3ccccc3	24432	8.72
CHEMBL237	Kappa opioid receptor	CC(=O)Nc1ccc2c(c1)CC(O2)C(=O)N(C)C(CN3CCC(C3)O)c4ccccc4	8933	7.28
CHEMBL237	Kappa opioid receptor	CC(=O)Nc1ccc2c(c1)CCC(O2)C(=O)N(C)C(CN3CCC(C3)O)c4ccccc4	22809	7.77
CHEMBL237	Kappa opioid receptor	CC(=O)Nc1nc2c(s1)CC3C4Cc5ccc(cc5C3(C2)CCN4CC6CC6)O	14106	9.77
CHEMBL237	Kappa opioid receptor	CC(=O)Nc1nc2c(s1)CC3C4Cc5ccc(cc5C3(C2)CCN4CC6CC6)OC	14106	8.05
CHEMBL237	Kappa opioid receptor	CC(=O)Nc1nc2cc3c(cc2s1)CC4C5C3(CCCC5)CCN4CC6CC6	3593	7.89
CHEMBL237	Kappa opioid receptor	CC(=O)Nc1nc2cc3c(cc2s1)CC4C5C3(CCCC5)CCN4CCCF	3593	8.92
CHEMBL237	Kappa opioid receptor	CC(=O)OC12CCC(C3C14CCN(C2Cc5c4c(c(cc5)O)O3)CC6CC6)NC(=O)C=Cc7ccccc7	4077	9.23
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CC(=O)C3COC(CC3(C2C1=O)C)c4ccoc4)C)CO	14438	6
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CC(=O)C3COC(CC3(C2C1=O)C)c4ccoc4)C)COC	14438	6.11
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)N4CCCCC4)C)C(=O)OC	23619	6.85
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)OC)C)C(=O)OC	23619	6.81
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)c4cccc(c4)O)C)C(=O)OC	18171	6.96
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)c4cccc(c4)OC)C)C(=O)OC	18171	6.54
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)c4ccccc4)C)C(=O)OC	18171	7.15
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)c4ccccc4O)C)C(=O)OC	18171	6.3
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C(=O)c4ccccc4OC)C)C(=O)OC	18171	5.97
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)COC)C)C(=O)OC	11412	6.3
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccn(c4)S(=O)(=O)C)C)C(=O)OC	21534	6.08
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccn(c4)S(=O)(=O)c5ccc(cc5)OC)C)C(=O)OC	21534	5.79
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccn(c4)S(=O)(=O)c5ccccc5)C)C(=O)OC	21534	6.39
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)NC	10510	5.86
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)NC5CC5	10510	6.32
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)NCC(=O)OCc5ccccc5	10510	6.33
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OCCCC#C	10510	6.7
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OCOC	10510	6.98
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)CO	21592	7.36
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)COC(=O)C5CC5	21592	6.66
CHEMBL237	Kappa opioid receptor	CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)COC(=O)COCCOC	21592	6.21
CHEMBL237	Kappa opioid receptor	CC(=O)OCC1CC2(C(CCC3(C2C(=O)C(CC3C(=O)OC)OC(=O)C)C)C(=O)O1)C	11412	6.26
CHEMBL237	Kappa opioid receptor	CC(C(=N)O)NC(=O)c1cc2c(nc1O)CC34CCN(C(C3(C2)O)Cc5c4cc(cc5)O)CC6CC6	9395	8.98
CHEMBL237	Kappa opioid receptor	CC(C(=NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)OC)O4)CC7CC7)OC)O)N	5307	7.86
CHEMBL237	Kappa opioid receptor	CC(C(=O)N1CCC23CCN(C(C2C1)Cc4c3cc(cc4)O)CC5CC5)N	3916	10.05
CHEMBL237	Kappa opioid receptor	CC(C(=O)NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)N	8934	9.85
CHEMBL237	Kappa opioid receptor	CC(C(=O)NCC1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)NC(=O)C	8934	9.46
CHEMBL237	Kappa opioid receptor	CC(C(=O)OCc1ccccc1)NC(=O)C2CC(C(=O)C3C2(CCC4C3(CC(OC4=O)c5ccoc5)C)C)OC(=O)C	10510	7.57
CHEMBL237	Kappa opioid receptor	CC(C)(C(c1cccc(c1)O)N(C)CC2CC2)C(=O)NCCc3ccccc3	16646	8.54
CHEMBL237	Kappa opioid receptor	CC(C)(C(c1cccc(c1)O)NC)C(=O)NCCc2ccccc2	16646	8.2
CHEMBL237	Kappa opioid receptor	CC(C)(C)OC(=O)COc1cccc(c1)C(CN2CCCC2)N(C)C(=O)Cc3ccc(cc3)C(F)(F)F	4711	8.54
CHEMBL237	Kappa opioid receptor	CC(C)(C)OC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccccc4	8185	7.08
CHEMBL237	Kappa opioid receptor	CC(C)N(C)S(=O)(=O)c1ccccc1c2ccc(cc2)CN3CCCCC3	15511	8
CHEMBL237	Kappa opioid receptor	CC(C)N(C)S(=O)(=O)c1ccccc1c2ccc(cc2)CNC3CCCC3	15511	8.12
CHEMBL237	Kappa opioid receptor	CC(C)N(CCN1CN(C2(C1=O)CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5)C(C)C	24633	6.17
CHEMBL237	Kappa opioid receptor	CC(C)N(CCN1CN(C2(C1=O)CCN(CC2)C3CCC(c4c3cccc4)(C)C)c5ccccc5)C(C)C	10988	7.07
CHEMBL237	Kappa opioid receptor	CC(C)N1CN(C2(C1=O)CCN(CC2)C(c3ccccc3)c4ccccc4)c5ccccc5	24317	6.27
CHEMBL237	Kappa opioid receptor	CC(C)NC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	10510	8.2
CHEMBL237	Kappa opioid receptor	CC(C)NCCN1CN(C2(C1=O)CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5	24633	6.33
CHEMBL237	Kappa opioid receptor	CC(C)NCCN1CN(C2(C1=O)CCN(CC2)C3CCC(c4c3cccc4)(C)C)c5ccccc5	10988	7.17
CHEMBL237	Kappa opioid receptor	CC(C)NCCN1CN(C2(C1=O)CCN(CC2)Cc3c(cccc3Cl)Cl)c4ccccc4	10988	7.4
CHEMBL237	Kappa opioid receptor	CC(C)OC(=O)C1CC2(C(CCC3(C2C(=O)C(CC3C(=O)OC)OC(=O)C)C)C(=O)O1)C	23619	6.96
CHEMBL237	Kappa opioid receptor	CC(C)OC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccccc4	8185	6.7
CHEMBL237	Kappa opioid receptor	CC(C)OCOC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	10510	8.8
CHEMBL237	Kappa opioid receptor	CC(C)S(=O)(=O)N1CCN(CC1)Cc2ccccc2C3(CCN(CC3)C(c4ccccc4Cl)c5ccccc5Cl)O	16482	6.73
CHEMBL237	Kappa opioid receptor	CC(C)S(=O)(=O)NCc1ccc(cc1)CC(=O)N(C)C(CN2CCC(C2)O)c3ccccc3	4948	8.57
CHEMBL237	Kappa opioid receptor	CC(C)S(=O)(=O)NCc1ccccc1C2(CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl)O	16482	6.76
CHEMBL237	Kappa opioid receptor	CC(C1CCCCC1)N2CCC(CC2)N3c4ccccc4CC3=O	5735	7.36
CHEMBL237	Kappa opioid receptor	CC(C=C)C(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	10510	7.54
CHEMBL237	Kappa opioid receptor	CC(CCc1ccccc1)(C2CC34C=CC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)C)OC)O	6516	9.92
CHEMBL237	Kappa opioid receptor	CC(CCc1ccccc1)(C2CC34C=CC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)C)OCCF)O	6516	10.1
CHEMBL237	Kappa opioid receptor	CC(COC)NCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3	22495	8.07
CHEMBL237	Kappa opioid receptor	CC(c1ccccc1)N2CCC(CC2)(c3ccccc3)O	20225	5.38
CHEMBL237	Kappa opioid receptor	CC(c1ccccc1)N2CCC(CC2)N3c4ccccc4CC3=O	5735	7.53
CHEMBL237	Kappa opioid receptor	CC(c1ccccc1)N2CCC3(CC2)C(=O)NCN3c4ccccc4	17316	7.3
CHEMBL237	Kappa opioid receptor	CC(c1ccccc1)n2ccnc2C3(CCN(CC3)C(=O)c4ccccc4)c5ccccc5	8185	6.48
CHEMBL237	Kappa opioid receptor	CC1(CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)C(c8ccccc8)O	10143	10.4
CHEMBL237	Kappa opioid receptor	CC1(CCC(CC1)NCc2ccc(cc2)N3CCCc4c3ccc(c4)C(=O)N)C	13451	7.2
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cc(c(c2)Cl)Cl)N3CCC4(CC3)C(=O)NCN4c5ccccc5)C	7653	6.03
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cc(cc2)Cl)N3CCC4(CC3)C(=O)NCN4c5ccccc5)C	7659	6.55
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCN6CCCC6)C	10988	6.77
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC)C	10988	7.32
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC6CCC6)C	10988	7.35
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC6CCCC6)C	10988	7.31
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC6CCCCC6)C	10988	7.48
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCC6CC6)C	10988	6.76
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCC6CCCCC6)C	10988	7.59
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCC=C)C	10988	6.68
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCc6ccccc6)C	10988	6.82
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCO)C	10988	6.18
CHEMBL237	Kappa opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)NCN4c5ccccc5)C	10988	6.27
CHEMBL237	Kappa opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3C5CCCN(C5)C	7313	7.8
CHEMBL237	Kappa opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3C5CCCNC5	7313	7.84
CHEMBL237	Kappa opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)C(F)(F)F	2865	6.45
CHEMBL237	Kappa opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)CN	2865	7.14
CHEMBL237	Kappa opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)OCCO	2865	7.37
CHEMBL237	Kappa opioid receptor	CC1(CCN(CC1)Cc2ccc(cc2)c3ccccc3S(=O)(=O)N4CCCC4)O	22495	9.3
CHEMBL237	Kappa opioid receptor	CC1(CN(CCN1)c2nc3ccccc3n2C4CCN(CC4)C5(CCCCCCC5)CO)C	2865	6.41
CHEMBL237	Kappa opioid receptor	CC1(COC1)CNCc2ccc(cc2)c3ccccc3S(=O)(=O)N4CCCC4	22495	8.59
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CC(C1N)OC)O)C	12991	6.83
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CC(C1NCC=Cc3ccccc3)OC)O)C	19497	8.12
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(C)C)O)C	19497	6.48
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(C)CC3CC3)O)C	19497	6.84
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(C)CC=C)O)C	19497	6.58
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(C)CC=Cc3ccccc3)O)C	19497	6.68
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(CC3CC3)CC4CC4)O)C	19497	5.74
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(CC=C)CC=C)O)C	19497	7.25
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1N(CC=Cc3ccccc3)CC=Cc4ccccc4)O)C	19497	5.9
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1NCC3CC3)O)C	19497	6.63
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1NCC=C)O)C	19497	7.2
CHEMBL237	Kappa opioid receptor	CC1(c2cc(ccc2CCC1NCC=Cc3ccccc3)O)C	19497	7.08
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)(CCOCCI)COC)C)c4ccoc4	14123	6.73
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)N(C)C)C)c4ccoc4	10510	6.91
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)N)C)c4ccoc4	10510	6.65
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)NC(=O)c4ccccc4)C)c5ccoc5	10510	5.13
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)NC)C)c4ccoc4	10510	6.48
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)NS(=O)(=O)C)C)c4ccoc4	10510	6.59
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)NS(=O)(=O)c4ccccc4)C)c5ccoc5	10510	5.85
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=N)C(Cl)(Cl)Cl)C)c4ccoc4	10510	7.19
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C(=O)OC)C)c4ccoc4	10510	6.37
CHEMBL237	Kappa opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C4CCCCC4)C)c5ccoc5	10510	5.7
